f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,Person,Actor,Planet
86349203.772,78895830.27,52518507.638,66606160.905,48298542.605,48990356.12,60416132.694,14405561.666,52126175.917,60276163.131,60845542.766,41842302.925,75234530.383,86370015.586,38920625.091,27414970.7,24600271.309,46395859.355,63031968.122,80635001.476,35923254.14,15819306.561,90586387.429,80731159.284,42825351.323,20566487.626,13354115.721,41930659.567,73243579.626,61551144.044,47593089.634,26387735.207,59584030.62,25228097.939,83130788.029,53363435.761,26662603.442,50339663.38,47323838.254,96472406.606,71444766.476,65942347.612,63398032.428,82901205.877,11595583.707,73386630.581,40551414.514,32059917.689,90057903.006,69819207.503,1,1,0
86361812.756,78896915.662,52522694.703,66567648.075,48303771.056,48990354.005,60404551.287,14282406.563,52132000.32,60278457.812,60792508.629,41840642.826,75213715.052,86437997.305,38896945.08,27502805.296,24587666.349,46274167.893,67498121.712,80632795.28,35908127.326,15829582.387,90590947.313,80729717.88,42822705.744,20575949.629,13352277.768,41925736.687,73244852.453,61552697.214,47600346.665,26485459.949,59584697.61,25226541.509,85258116.905,53385901.047,26664555.105,50275233.553,47341253.96,96469137.57,71440397.472,65929471.485,63398974.554,82904295.274,11577395.021,73395091.845,40552507.391,32059256.789,90059335.066,69830148.966,1,1,0
86358499.59,78963209.075,52519165.923,66580570.774,48287366.345,48991589.727,60436648.322,14288538.97,52116296.2,60340686.175,60800852.015,41839197.941,75227938.505,86357038.969,38912694.7,27529070.775,24604275.938,46411883.189,63056581.063,80632446.623,35919568.32,15825404.206,90540363.956,80725874.444,42824574.896,20578890.875,13352202.236,41927517.621,73243828.055,61561356.028,47487307.532,26349284.84,59584240.901,25225097.353,83115829.642,53387411.456,26634253.951,50373963.479,47337074.305,96472709.347,71443798.973,65933611.103,63483085.54,82846317.936,12729647.718,73371227.272,40557916.031,32060879.425,90058614.759,69765673.031,1,1,0
86411028.531,78909023.497,52519323.939,66608661.36,48299976.626,48990176.053,60411077.263,14233900.778,52131197.67,60287130.577,61282495.478,41781638.491,75265551.705,86369561.384,38961959.701,27513300.443,24589307.728,46405752.069,63045339.443,80649824.441,35901833.14,15829829.675,90586480.392,80878219.187,42822314.073,20586073.413,13284880.905,41925955.142,73232443.144,61518789.813,47598265.452,26374102.423,59585188.833,25227241.973,83113291.493,53386360.343,26638770.143,50328825.516,47349729.636,96474456.721,71479970.224,65948969.194,63387376.905,82882139.921,11610600.232,73383038.162,40554826.054,32060332.621,90058873.011,69766274.151,1,1,0
86352113.015,78895053.115,52521595.413,66594360.623,48299472.943,48990111.588,60432046.767,14342685.462,52130603.884,60280633.013,60801531.785,41865321.558,75234491.078,86353352.854,38934343.733,27461035.902,24582010.281,46418882.012,63019542.494,80631004.401,35921745.765,15827785.48,90579139.7,80731571.361,42827058.629,20581957.566,13352570.934,41942020.747,73242506.535,61538907.172,47598839.123,26404460.067,59584128.349,25224508.796,83150887.245,53375641.307,26667613.07,50308532.987,47337786.394,96472600.921,71438902.42,65949561.112,63324640.301,82888815.482,11599557.575,73392141.416,40552751.42,32061927.316,90059271.061,69757207.413,1,1,0
86352713.401,78897226.818,52521063.941,66593371.137,48282505.133,48990165.948,60373123.223,14308512.019,52122392.485,60294760.659,60794005.112,41853437.883,75262292.364,86355760.521,38920379.799,27495963.26,24604894.639,46419961.087,62997253.102,80553838.117,35908359.107,15828264.871,90590947.08,80729282.359,42825578.339,20354826.397,13471586.3,41928549.463,73223554.523,61586468.163,47559961.043,26400672.148,59584412.827,25226311.204,83242732.39,53386507.328,26668032.219,50375036.831,47373781.699,96472619.05,71446975.086,65879215.548,63392235.427,82876928.329,11613161.595,73383665.172,40555093.167,32063858.187,90059411.18,69730143.591,1,1,0
86370046.858,78897665.14,52521528.761,68700743.044,48187678.454,48990152.008,60429449.782,14276832.761,52129922.314,60280440.634,60802126.992,41836415.866,75262529.733,86353731.103,38959435.168,27506487.405,24588421.289,46433667.482,62990368.368,80621124.031,35909847.676,15821809.909,90595783.509,80717776.354,42849420.653,20582322.186,13322467.795,41965940.497,73236832.743,61548711.243,47591725.516,26440418.794,59584839.326,25226671.555,83086046.744,53404101.318,26666182.493,50325429.825,47363200.919,96472662.125,71439649.576,65944847.09,63398155.964,82886887.261,11603527.692,73360676.557,40553533.331,32062039.094,90057668.442,69774531.938,1,1,0
86358838.648,78903727.204,52519101.693,66603748.119,48295247.797,48989798.386,60389254.239,14302399.729,52129951.57,60231181.99,60931809.988,41849742.358,75224865.742,86367164.468,38932841.181,27517568.135,24597462.912,43969165.52,63092985.35,80638888.188,35910250.423,15833476.343,90606414.575,80715417.886,42842993.534,20570816.422,13355119.786,42191247.406,73262292.453,61563632.393,47590456.472,26386982.304,59586351.316,25224026.123,83127129.797,53371799.411,26652197.237,50383057.329,47351972.468,96473016.902,71453707.896,65944008.932,63389640.973,82889912.99,11605002.693,73389342.826,40546788.32,32064945.921,90058389.298,69778572.987,1,1,0
86355972.946,78898598.311,52517546.928,66603718.939,48297829.082,48991123.197,60413640.548,14266891.18,52065005.828,60278024.893,60813098.109,41826174.924,75231443.94,86372461.558,39516241.263,27507651.094,24594340.839,46399779.38,61441715.711,80635265.892,35907194.524,15826576.131,90581737.253,80738222.249,42823630.787,20583717.598,13353750.41,41945898.263,73248620.681,61570863.315,47594681.531,26449146.672,59584484.946,25227949.584,83121497.997,53371369.223,26667097.716,50329991.609,47344387.526,96473411.949,71443744.639,65949873.184,63409630.584,82881880.651,11598995.374,73378744.902,40555569.604,32056997.569,90057500.245,69770233.22,1,1,0
86356122.797,78869917.784,52518770.593,66626823.14,47935214.313,48990398.235,60424945.262,14280030.052,52114284.565,61360879.556,60790234.484,41859502.181,75213846.004,86374664.016,38913318.87,27875416.948,24596637.598,46426503.091,63029054.168,80636911.748,35918468.031,15882992.855,90586839.5,80736351.344,42825294.213,20585987.812,13353294.026,41885107.964,73223626.698,61558931.133,47598696.973,26401668.182,59584113.183,25226890.148,83102397.992,53397526.311,26666974.27,50232028.744,47346007.184,96485932.44,71444686.363,65957695.935,63969869.374,82901415.947,11603938.95,73363687.916,40541167.575,32060021.65,90059378.01,69767708.78,1,1,0
86356758.795,78854792.892,52519833.318,66589826.574,48303201.438,48989954.561,60411880.502,14203558.498,52136872.628,60275206.565,60792064.425,41791414.49,75238640.832,86378064.729,38920435.328,27501608.8,24583179.058,46421743.685,63386662.213,80633572.011,35928035.872,15828424.008,90583779.587,80717468.37,42825648.016,20578042.429,13353463.523,41925341.259,73228605.501,61563091.236,47592984.987,26385046.534,59584323.632,25226961.626,83129331.915,53370297.535,26663873.693,50285404.906,47341438.54,96473061.69,71444675.079,65946095.855,63390738.823,82886048.589,11609950.021,73384887.621,40544665.33,32061394.518,90059671.123,69743287.592,1,1,0
86401019.804,78901006.635,52518604.735,66622113.03,48293876.431,48989858.57,60407010.779,14258835.412,52125652.15,60361994.022,60792665.76,41844774.445,75239407.527,86074689.614,38915145.245,27767134.302,24597936.478,46373175.338,63022541.083,80651874.171,35940966.125,15826532.868,90591998.397,80729247.562,42823538.298,20583650.419,13353704.392,41919979.971,73237126.34,61570701.945,47482493.752,26399608.396,59585434.783,25227986.75,83132577.269,53281568.424,26662511.774,50308147.116,47338960.202,96472582.67,71445747.657,65940886.991,63398798.154,82889125.498,11596401.39,73376871.418,40550874.612,32077700.219,90059067.284,69757635.601,1,1,0
86353351.353,78916967.178,52520319.081,66585918.681,48296360.526,48989902.815,60381507.933,14278015.648,52130309.457,60135400.148,60815173.959,41834587.101,75266360.192,86373293.417,39011957.071,27507406.156,24577114.851,46270219.544,63013912.092,80686655.384,35911514.658,15838555.197,90591266.295,80769477.349,42828492.131,20589835.846,13355046.494,41925102.028,73229355.33,61546534.584,47594530.731,26409823.353,59583912.618,25225394.681,83120692.841,53375096.367,26665576.073,50314825.202,47365296.413,96473084.321,71437290.634,65954110.842,63400882.03,82879696.094,11584595.249,73385934.586,40551836.171,32060967.153,90058805.065,69818895.73,1,1,0
86337002.136,78901045.088,52518105.259,66625865.956,48280920.852,48990030.536,60415551.674,14268260.188,52132057.234,60284440.011,60811001.221,41842760.256,75253954.958,86377196.465,38926606.745,28547848.94,24592238.882,46373974.008,62938444.711,80696456.838,35910471.695,15828829.784,90587449.936,80518955.999,42819934.769,20579126.943,13355835.073,41946843.487,73230602.571,61529663.362,47587117.052,26380822.054,59584526.002,25227219.173,83053177.987,53309282.35,26659409.831,50342269.994,47357631.846,96472082.016,71438663.24,65929183.049,63434448.939,82890809.332,11599554.29,73387856.528,40537807.582,32061803.687,90058085.394,69784651.715,1,1,0
86348082.049,78900605.201,52518672.608,66589861.408,48299414.501,48990396.53,60405736.868,14294477.732,52128084.877,60252461.354,60797921.671,41840480.7,75237226.972,86374677.289,38881465.302,27516778.156,24593459.808,46441603.538,63019002.585,80640432.008,35916255.878,15824101.195,90585865.2,80712864.666,42823749.356,20579259.736,13360005.254,41929308.84,73235349.96,61559143.383,47583616.825,26435270.584,59583832.902,25228556.976,83210686.265,53372519.228,26666257.73,50297192.442,47343653.872,96473177.962,71445234.362,65937066.65,63406791.817,82874656.609,11605261.307,73376359.063,40548942.992,32058811.766,90026818.285,69758370.102,1,1,0
86353758.646,78904744.015,52515805.258,66596146.875,48295126.262,48989720.652,60261110.246,14285433.337,52126836.046,60306460.304,60720968.849,41824977.655,75261918.912,86368438.956,38900462.251,27525713.489,24591334.413,42988410.438,63036949.593,80919878.908,35904788.659,15820249.401,90584546.402,80759902.641,42862844.239,20578068.674,13356462.622,41933865.784,73207314.785,61556767.235,47595066.232,26271388.823,59585195.492,25230221.317,83133631.905,53358864.065,26665698.473,50325641.862,47328604.921,96471099.494,71443727.122,65949037.807,63435053.108,82888786.024,11586428.789,73386015.299,40552429.463,32061222.554,90062048.639,69766234.89,1,1,0
86365027.51,78894089.374,52519994.294,66609127.577,48311915.722,48990308.096,60408812.474,14299621.713,52131498.936,60285719.205,60731709.1,41878366.936,75161164.498,86367916.608,38908457.498,27514026.977,24587160.548,46412436.133,63011784.774,80626206.47,35930023.466,15824939.542,90892266.465,80729677.713,42826767.372,20582809.273,13356588.527,41926411.874,73234671.501,61539706.347,47590416.184,26409402.37,59584911.038,25225639.567,83127147.661,53364297.807,26659730.045,50351213.725,47339766.378,96472406.86,71445174.517,65945066.565,63420545.088,82885888.42,11570691.973,73381497.599,40554207.434,32060410.012,90053935.081,69771933.075,1,1,0
86365060.408,78921656.835,52519187.665,66434716.062,48283048.867,48990418.128,60549375.769,14258092.692,52135034.022,60263763.304,60797424.713,41852966.313,75233224.747,86366447.833,38896015.361,27510166.319,24599211.446,46407236.015,63069200.233,80639889.28,35909007.573,15825835.512,90578403.512,80734592.716,42826317.422,20584966.775,13353716.475,41899261.667,73235487.481,61567084.595,47589576.661,26388901.55,59584427.441,25227009.775,83132931.48,53379053.783,26663866.506,50266607.466,47330841.072,96472291.926,71443481.921,65947858.868,63434943.069,82884097.388,11619004.345,73367969.318,40551799.001,32063609.322,90043679.246,69773739.661,1,1,0
86343211.471,78906056.539,52518982.565,66618764.585,48386786.185,48990674.65,60447321.598,14275090.102,52129818.424,44716316.158,60753912.222,41881112.151,75256774.707,86359836.661,39031467.799,27738456.427,24589853.743,46394795.547,63012544.765,80645670.022,35866851.967,15826671.444,90583345.725,80736679.319,42824731.978,20584525.69,13352279.873,41946024.647,73244427.816,61553981.822,47592985.003,26410134.867,59585036.859,25225746.36,83125405.446,53406415.723,26665240.947,50312849.222,47361010.951,96472668.061,71407295.325,65948127.72,63353020.121,82885461.015,11604350.853,73368555.07,40563369.011,32055606.561,90058365.987,69811215.237,1,1,0
86340660.591,78893945.443,52531985.137,66538898.358,48293744.666,48990398.703,60412702.835,14320003.074,52130359.403,60267051.836,60787887.515,41859449.648,75214928.306,86367223.333,38921289.294,27488806.582,24590950.329,46395031.456,63106117.412,80634833.365,35909161.445,15823592.505,90591388.468,80789962.421,42821585.906,20582240.162,13352718.783,41926638.715,73241925.471,61595841.989,47585909.631,26321460.976,59584300.43,25228852.59,83092845.214,53382216.108,26663089.825,50325816.032,47355036.34,96473134.3,71445549.618,65946395.281,63396136.63,82885492.541,11602688.852,73384668.237,40557099.294,32060402.077,90059723.721,69772564.011,1,1,0
86368075.092,78900117.934,52549112.981,66621231.299,48324734.309,48990297.642,60408475.397,14302784.578,52118843.455,60280656.753,60809504.19,42604026.791,75206607.943,86366660.886,38913938.009,27502136.979,24589101.233,46337020.993,63032552.226,80634973.759,35889860.126,15829454.622,90587382.499,80717859.23,42825371.121,20495870.194,13356633.378,41928046.922,73239054.987,61558431.778,47593744.963,26402752.317,59584980.262,25226290.246,83182174.213,53404165.972,26658608.28,50316801.876,47316878.556,96473144.805,71447361.092,65952269.596,63148133.281,82897273.15,11601484.095,73379269.103,40543789.075,32059686.322,90056518.672,69776047.136,1,1,0
86349370.344,78900309.406,52527161.113,66636392.328,48285175.824,48990047.537,60423877.044,14110658.88,52151896.691,60073353.007,60809594.266,42401588.646,75615285.478,86296716.531,38878029.392,27511984.166,24557839.946,46361304.228,62986804.893,80665474.297,35908661.698,15822434.086,90580613.637,80734845.255,42828205.138,20583565.927,13342682.951,41929943.53,73224227.307,61567906.368,47586191.124,26403291.744,59588102.936,25223884.697,83132627.679,53310313.216,26665582.909,50314707.704,47341453.064,96472667.493,71447297.882,65946714.394,63434309.077,83000701.598,11632661.47,73381239.142,40564904.374,32061851.568,90077553.944,69751473.421,1,1,0
86348675.197,78909939.462,52522646.114,66596591.891,48301574.81,48990077.318,60407043.333,14265547.706,52129309.725,60216270.632,60787987.089,41851692.829,75251101.259,86362734.397,38951744.27,27470561.159,24584554.071,46418497.3,63013014.995,80662317.713,35915682.555,15846599.734,90544589.153,80721227.522,42824087.851,20591061.293,13353238.267,41981097.892,73221308.322,61464166.856,47574348.132,26406091.229,59587051.737,25227601.95,82982677.144,53347347.629,26664352.458,50307326.381,47347554.201,96471685.856,71449413.729,65948550.088,63411938.289,82890096.213,11614037.33,73378126.955,40557992.67,32059436.47,90057764.457,69773452.843,1,1,0
86388023.783,78901341.943,52533825.653,66586035.189,48263836.45,48990109.947,60424430.873,14275021.394,52129098.715,60282595.975,60805414.105,41864328.03,75240245.218,86356993.991,38919952.996,27500162.077,24587788.182,46385183.515,62971069.265,80635142.443,35874545.704,15826764.801,90597268.492,80740235.505,42832652.251,20576630.426,13353944.228,41992842.603,73233470.304,61557345.75,47601251.992,26376428.952,59583664.827,25227643.091,83128282.119,53361016.442,26664980.069,50322995.866,47354510.36,96473895.573,71433509.167,65947297.269,63401880.857,82770798.993,11604394.72,73379988.499,40546800.418,32058819.051,90057695.977,69768514.858,1,1,0
86317202.187,78909073.919,52514201.432,66600100.845,48298278.155,48990741.886,60387831.027,14267585.635,52102837.758,60296791.071,60806721.365,41831640.512,75228423.096,86358557.151,38865694.993,27511423.059,24516057.408,46373897.247,62076950.037,80667021.874,35907133.348,15804837.373,90583322.213,80730863.931,42828436.123,20588278.553,13354414.37,41912031.359,73247766.188,61553431.245,47588396.319,26396319.47,59583180.655,25229457.166,83128177.598,53379508.158,26663394.658,50311483.168,47339335.877,96472251.136,71442125.37,66015682.034,63395424.04,82885878.764,11603021.41,73376324.381,40547152.175,32060798.568,90056135.672,69785675.214,1,1,0
