f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,Person,Actor,CelestialBody
86355718.892,78910003.3,52518911.629,66596544.536,48300731.808,48990078.276,60478549.717,14281389.592,52140604.416,60283954.375,60737586.876,41842841.952,75227791.869,86382125.492,38468205.673,27514030.448,24593857.458,46404868.322,63013514.247,80640264.729,35914914.574,15813685.26,90585008.151,80712102.868,42825348.061,20567519.097,13352972.24,41905162.228,73245732.93,61557122.848,47610637.959,26046166.001,59583142.089,25223319.928,83133899.025,53379282.472,26665805.659,50328325.922,47341099.163,96471955.584,71440524.298,65930421.291,63382349.731,82689646.07,11597204.805,73379005.856,40669551.375,32061388.789,90055373.824,69772319.72,1,1,0
86349370.344,78900309.406,52527161.113,66636392.328,48285175.824,48990047.537,60423877.044,14110658.88,52151896.691,60073353.007,60809594.266,42401588.646,75615285.478,86296716.531,38878029.392,27511984.166,24557839.946,46361304.228,62986804.893,80665474.297,35908661.698,15822434.086,90580613.637,80734845.255,42828205.138,20583565.927,13342682.951,41929943.53,73224227.307,61567906.368,47586191.124,26403291.744,59588102.936,25223884.697,83132627.679,53310313.216,26665582.909,50314707.704,47341453.064,96472667.493,71447297.882,65946714.394,63434309.077,83000701.598,11632661.47,73381239.142,40564904.374,32061851.568,90077553.944,69751473.421,1,1,0
86353480.811,78899065.292,52521448.412,66601496.091,48290601.152,48990238.1,60413655.083,14273175.266,52129647.496,60303834.781,60794287.877,41844847.992,75233453.49,86366411.439,38921222.416,27516401.768,24596082.391,46523227.044,63026122.016,80648879.397,35914677.953,15827701.702,90593953.361,80729694.486,42825598.504,20580961.262,13353660.726,41938336.918,73265569.217,61565989.96,47600578.478,26349202.374,59584212.873,25219213.65,83125925.216,53363603.199,26647832.531,50351397.388,47368537.196,96472243.362,71441783.565,65924134.207,63401261.791,82887942.033,11589415.895,73380138.838,40554756.338,32061031.341,90058021.807,69769855.278,1,1,0
86317202.187,78909073.919,52514201.432,66600100.845,48298278.155,48990741.886,60387831.027,14267585.635,52102837.758,60296791.071,60806721.365,41831640.512,75228423.096,86358557.151,38865694.993,27511423.059,24516057.408,46373897.247,62076950.037,80667021.874,35907133.348,15804837.373,90583322.213,80730863.931,42828436.123,20588278.553,13354414.37,41912031.359,73247766.188,61553431.245,47588396.319,26396319.47,59583180.655,25229457.166,83128177.598,53379508.158,26663394.658,50311483.168,47339335.877,96472251.136,71442125.37,66015682.034,63395424.04,82885878.764,11603021.41,73376324.381,40547152.175,32060798.568,90056135.672,69785675.214,1,1,0
86353758.646,78904744.015,52515805.258,66596146.875,48295126.262,48989720.652,60261110.246,14285433.337,52126836.046,60306460.304,60720968.849,41824977.655,75261918.912,86368438.956,38900462.251,27525713.489,24591334.413,42988410.438,63036949.593,80919878.908,35904788.659,15820249.401,90584546.402,80759902.641,42862844.239,20578068.674,13356462.622,41933865.784,73207314.785,61556767.235,47595066.232,26271388.823,59585195.492,25230221.317,83133631.905,53358864.065,26665698.473,50325641.862,47328604.921,96471099.494,71443727.122,65949037.807,63435053.108,82888786.024,11586428.789,73386015.299,40552429.463,32061222.554,90062048.639,69766234.89,1,1,0
86353575.616,78904428.303,52517415.19,66613098.38,48273295.512,48990759.287,60344329.827,14272720.836,52128122.235,60277444.386,60774710.066,41829891.775,75232729.059,86369399.173,38929031.979,27497583.418,24586938.05,46396220.864,63026664.086,80658966.288,35912033.587,15829356.776,90585272.973,80716055.717,42827199.789,20577284.743,13352915.238,41927085.664,73222597.852,61552410.929,47568894.257,26366675.298,59583545.632,25231046.038,83134529.633,53351565.858,26668443.888,50329190.462,47345130.179,96472015.407,71443710.919,65948337.267,63391963.136,82889389.681,11599274.003,73376035.609,40552762.407,32061637.563,90058739.49,69745582.336,1,1,0
86361864.014,78906384.061,52508878.481,66616986.0,48296718.381,48990337.354,60372834.172,14263319.526,52124187.03,60262498.921,60813155.901,41868205.663,75235665.591,86369860.288,38868622.545,27447303.905,24594440.782,46323409.804,63084030.012,80638589.749,35909468.926,15820333.316,90585497.7,80719239.199,42826256.472,20585993.646,13354519.776,41929434.589,73251277.542,61560818.805,47597502.772,26372046.66,59584140.831,25294244.034,83131529.52,53370849.86,26666305.696,50271591.921,47339044.386,96471642.912,71445464.177,65934349.107,63405239.324,82896435.114,11601968.13,73386754.135,40553213.268,32060188.406,90057887.186,69796799.143,1,1,0
86372076.147,78894664.654,52519434.805,66597490.241,48356981.355,48990261.536,60469310.19,14256902.851,52126229.158,60279125.991,60816452.102,41845207.795,75272666.548,86369377.322,38873336.082,27506360.228,24598893.71,46418434.338,62792952.71,80609334.775,35911551.428,15826523.867,90584890.656,80750736.58,42816647.229,20581371.976,13350909.608,41914340.873,73253002.697,61565884.827,47565578.164,26511535.032,59584412.11,25224338.53,83125782.15,53401477.965,26663797.639,50297317.862,47339507.713,96472544.926,71447820.488,65943737.302,63409873.752,82885430.576,11607545.512,73416215.701,40550017.895,32060674.317,90057993.149,69771339.802,1,1,0
86361627.254,78866718.228,52519473.453,66627553.554,48289280.491,48990141.903,60415102.578,14290560.663,52129451.799,60272407.187,60787801.147,41846292.409,75237015.714,86380421.001,38972467.848,27518494.11,24615984.932,46379985.734,63090176.819,80460605.742,35914869.177,15818005.993,90591663.917,80748480.931,42825385.32,20577853.807,13359333.541,41915863.688,73224109.683,61557302.652,47593908.567,26355400.599,59584755.843,25229743.172,83104758.049,53384308.054,26663636.053,50381003.294,47354864.049,96473219.006,71446281.133,65943241.52,63390207.26,82887236.199,11602125.379,73392473.473,40559411.545,32061182.933,90055790.28,69621298.528,1,1,0
86343357.837,78900898.444,52519301.696,66597019.184,48298979.335,48990531.795,60399000.05,14275173.115,52131511.141,60453975.157,60785232.43,41790430.927,75196356.939,86366151.466,38932621.447,27492671.446,24584584.976,46395989.086,63055600.53,80631025.508,35897394.766,15826067.015,90585413.028,80730004.704,42823033.16,20603669.672,13354562.078,41931644.098,73225596.643,61561288.316,47580620.833,26394636.403,59585365.958,25230301.695,83147568.249,53379873.809,26669414.625,50329157.506,47336177.476,96473150.819,71441685.115,65943739.509,63359140.465,82898264.24,11609616.59,73388103.365,40550562.747,32060585.927,90062423.633,69770520.944,1,1,0
86361432.209,78919116.618,52518706.379,66592991.398,48279671.891,48990183.939,60418945.776,14287351.216,52125885.175,60264802.208,60785643.378,41841795.045,75193878.987,86375096.94,38805290.467,27500454.515,24590216.497,46388316.962,62918731.492,80619490.91,35904831.779,15835202.983,90648778.444,80769942.255,42829150.195,20653493.224,13355922.715,41925784.137,72802782.798,61556760.259,47629796.218,26363360.799,59584229.754,25226172.913,83128340.82,53379548.409,26666412.905,50332787.913,47352840.57,96472578.482,67794958.61,65944218.803,63423560.008,82874718.648,11615564.504,73382726.873,40548869.38,32059941.603,90058405.628,69755078.459,1,1,0
86333414.073,78894421.109,52518854.717,66560048.347,48289272.595,48990164.412,60569402.564,14283533.227,52126017.208,60284481.219,60808447.601,41827551.825,75248123.789,86369399.398,38912700.515,27512352.749,24585522.262,46403222.032,62912882.801,80628449.268,35910027.767,15828179.346,90584692.137,80709128.924,42828427.004,20574833.189,13348733.565,41931333.686,73223751.022,61520903.973,47589557.179,26407226.588,59589009.004,25227518.815,83108848.053,53389158.694,26652559.947,50342468.485,47251159.025,96472163.332,71438257.374,65947434.121,63399449.472,82883064.091,11609204.4,73385707.898,40551394.957,32060836.106,90056195.335,69779825.896,1,1,0
86379638.175,78903187.1,52519774.529,66534368.82,48323466.491,48991925.344,60404286.677,14286555.827,52130828.211,60276852.339,60771300.367,41840223.655,75239011.942,86372098.593,38694963.725,27501554.699,24459000.423,46424078.523,63011580.836,80654422.92,35895672.689,15846899.152,90585601.232,80735322.586,42822728.187,20571837.908,13353315.806,41925611.216,73197593.287,61552722.753,47585573.025,26394607.519,59582825.827,25231322.675,83117759.804,53386631.615,26654588.764,50289925.922,46724476.118,96472094.627,71444173.978,65949765.946,63405926.585,82921704.528,11606582.557,73383553.213,40555391.491,32061753.72,90057839.627,69780045.411,1,1,0
86370046.858,78897665.14,52521528.761,68700743.044,48187678.454,48990152.008,60429449.782,14276832.761,52129922.314,60280440.634,60802126.992,41836415.866,75262529.733,86353731.103,38959435.168,27506487.405,24588421.289,46433667.482,62990368.368,80621124.031,35909847.676,15821809.909,90595783.509,80717776.354,42849420.653,20582322.186,13322467.795,41965940.497,73236832.743,61548711.243,47591725.516,26440418.794,59584839.326,25226671.555,83086046.744,53404101.318,26666182.493,50325429.825,47363200.919,96472662.125,71439649.576,65944847.09,63398155.964,82886887.261,11603527.692,73360676.557,40553533.331,32062039.094,90057668.442,69774531.938,1,1,0
86368178.534,78909180.693,52519003.439,66602058.083,48290917.869,48990124.256,60422413.139,13777030.709,52130583.632,60225885.804,60779102.764,41827120.628,75263569.333,86333794.236,38917050.22,27458934.584,24595239.0,46355118.37,63096117.347,80634398.606,35912837.003,15825060.745,90584430.607,80490050.462,42825203.768,20587731.376,13353347.038,41907662.601,73330885.812,61567154.266,47597333.222,26384052.314,59584518.565,25233004.0,83116898.344,53367372.152,26660078.711,50316569.159,47338196.699,96466311.395,71443127.846,65950688.372,63412981.827,82904391.091,11648887.61,73281792.046,40553072.541,32060736.57,90059410.693,69800208.858,1,1,0
86405659.305,78905662.528,52519635.365,66587084.346,48293875.544,48989934.313,60409272.665,14265929.978,52133143.479,60278202.796,60789065.464,41846221.632,75219560.123,86368878.987,38962840.724,27488188.167,24595529.473,46425259.933,63038334.763,80635289.269,35910054.345,15824098.053,90588541.968,80739560.082,42824498.772,20582345.702,13357334.183,41927391.92,73243548.425,61558175.087,47603758.843,26372059.849,59594785.502,25226024.049,83116231.718,53355164.128,26652613.179,50082488.995,47361714.876,96472664.066,71442706.554,65948748.849,63406778.221,82887136.797,11605417.668,73474711.01,40546286.457,32061381.297,90060164.612,70218381.093,1,1,0
86364242.828,78940471.236,52519841.312,66598472.678,48290672.018,48990160.427,60377693.648,14228483.956,52128991.125,60278539.495,60668565.976,41854338.097,75235830.113,86361402.531,38913032.371,27422569.46,24596371.472,47013380.365,63021539.068,80638903.726,35898391.863,15829853.881,90578740.882,80729834.903,42828590.792,20582947.566,13355084.823,41927415.666,73217554.163,61567527.54,47622891.996,26491365.452,59584604.449,25179000.946,83152698.159,53420197.575,26668563.082,50294005.099,47350634.659,96472272.783,71431548.974,65942790.141,63401785.053,82888866.222,11624295.733,73371510.809,40556727.203,32013599.439,90054502.372,69769146.595,1,1,0
86355080.305,78917616.364,52520201.624,66698133.988,48286643.297,48993065.628,60405038.301,14271726.033,52114904.25,60266729.306,60795391.658,41869856.744,75238428.286,86376995.253,39041124.343,27495092.729,24595804.317,46435186.511,63079371.822,80649767.633,35913468.751,15824853.329,90590410.682,80730602.171,42824944.081,20577066.678,13352162.95,41925616.656,73241168.894,61555732.459,47578824.702,24885115.377,59584916.255,25230143.225,83127761.084,53371046.637,26660708.228,50342409.993,47363344.482,96482478.744,71442997.914,66075917.29,63398007.611,82868317.662,11607117.56,73379081.663,40555538.632,32061294.311,90056304.787,69771413.588,1,1,0
86363754.13,78918755.139,52517920.571,66612854.893,48319323.208,48990409.677,60408989.308,14258532.624,52118808.711,60273497.467,60658155.395,41854359.623,75234160.98,86362120.18,38936288.666,27517337.289,24590234.081,46404682.069,63042345.994,80636424.89,35910933.74,15828809.201,90598764.519,80729439.112,42832274.259,20578865.213,13357376.897,41930752.751,73230313.883,61551228.327,47598987.379,26374340.685,59584708.87,25245735.278,84340667.688,53369738.271,26661005.113,50311371.631,47347750.795,96474370.607,71448897.873,65940220.346,63368476.541,82853916.441,12259149.885,73386430.762,40554216.687,32061391.826,90058811.212,69783024.288,1,1,0
86359893.382,78882878.637,52519245.65,66600862.511,48376493.571,48990394.759,60426830.864,14286200.887,52128652.346,60278070.433,60853809.646,41865568.281,75175591.106,86366983.384,39056941.813,27495831.198,24590715.042,46432364.93,63065887.779,80703600.573,35894786.099,15862840.955,90587438.48,80727324.017,42825832.139,20579783.653,13354135.123,41916926.194,73247487.939,61550095.307,47597688.78,26386186.34,59584729.458,25228490.215,83110616.736,53256575.871,26678082.942,50313989.202,47353201.078,96471786.247,71446209.846,65921650.668,63389516.533,82898881.822,11626333.13,73371300.846,40550919.896,32059684.686,90058036.184,69770334.68,1,1,0
86334478.591,78901348.798,52522265.356,66597082.316,48308061.82,48990050.224,60417338.428,14294590.03,52122568.655,60243053.219,60788862.361,41843458.401,75253071.909,86367076.855,38897171.401,27604304.606,24593338.773,46396985.467,63011057.246,80637445.922,35899921.459,15826062.029,90591159.081,80752832.213,42826020.758,20574589.205,13356958.746,41995653.163,73243894.113,61545563.068,47591775.558,26391787.774,59584568.457,25226675.368,83140779.271,53381757.906,26668560.135,50322818.202,47338225.195,96475650.013,71436571.613,65941202.794,63276352.725,82879562.166,11532988.126,73341690.168,40552655.1,32060289.231,90058770.451,69775753.985,1,1,0
86347441.957,78901118.055,52518317.691,66580555.277,48288342.083,48990357.255,60417214.721,14278542.75,52133834.576,59976170.143,60820376.021,41833247.316,75214827.816,86369398.879,38790360.203,27292931.304,24593811.719,46399442.965,63040462.392,80637119.157,35893682.109,15823756.024,90584645.802,80728365.748,42820260.722,20564968.757,13354212.352,41930867.465,73210174.682,61557675.088,47599175.233,26414274.612,59584672.937,25219482.001,83128024.168,53377706.845,26665293.043,50319320.8,47336653.332,96470609.26,71450114.504,65944694.342,63404927.909,82894186.956,11600887.592,73382429.609,40553171.022,32061811.376,90059825.21,69772184.45,1,1,0
86360380.14,78903192.335,52519074.787,66592026.584,48311200.878,48990512.146,60426069.045,14286333.28,52129944.883,60270476.151,61024766.744,41897172.974,75270204.592,86373355.961,38906291.85,27515700.156,24569016.463,46436197.471,63064041.875,80630511.813,35908697.651,15830015.417,90591679.744,80745521.905,42826783.255,20611475.519,13356196.206,41918131.86,73243733.454,61552016.045,47506063.398,26393740.708,59584470.419,25228410.64,83112173.506,53366777.516,26664379.517,50325494.868,47350146.384,96471678.591,71441128.931,65948435.143,63391908.619,82880048.255,11601670.082,73386178.689,40554331.232,32062034.958,90058518.375,69791710.717,1,1,0
86354031.076,78896066.961,52518638.234,66427460.419,48303177.248,48990152.941,58405282.496,14286720.8,52120445.502,60293821.317,60773839.745,41838614.523,75252298.466,86369194.274,38881592.48,27503556.576,24608804.099,46396980.972,63339920.059,80635973.102,35896697.77,16025191.298,90584122.432,80734625.908,42826469.825,20587614.469,13353319.949,41929284.747,73248005.085,61560374.114,47596783.624,26392685.535,59584275.4,25229243.175,83110494.652,53506592.872,26664856.846,50333230.57,47341725.346,96471538.612,71443900.82,65940836.845,63435774.749,82886820.568,11605049.125,73384995.274,40553545.07,32062799.571,90056182.415,69771179.308,1,1,0
86375059.141,78909379.525,52520376.786,66591786.126,48301128.33,49006763.649,60411405.063,14367358.439,52131410.126,60226835.494,60784431.987,41807033.142,75245781.685,86361337.734,38855662.785,27490303.69,24601717.225,46411539.362,62532069.291,80707025.277,35905984.446,15828642.485,90586471.812,80739576.563,42820886.764,20587866.238,13353709.276,41927122.145,73223147.292,61555797.623,47597193.928,26389563.769,59584583.166,25226574.618,83136075.727,53307631.764,26667198.157,50340866.966,47352594.379,96472411.05,71444361.049,65949856.812,63399972.361,82874762.944,11604701.278,73381678.973,40549553.794,32060454.805,90057450.726,69761320.567,1,1,0
